format=1 tracks=8 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 112.5
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Bubble Ghost"
BA   21   CR     2+1/2   TR  6   CH  6   NT  Bb-         17/96
BA   21   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   21   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   21   CR     2+3/4   TR  5   CH  5   NT  Bb--        17/96
BA   21   CR     2+3/4   TR  6   CH  6   NT  Bb--        17/96
BA   21   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   21   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   21   CR         3   TR  3   CH  3   NT  D'          83/96
BA   21   CR         3   TR  4   CH  4   NT  F'          83/96
BA   21   CR         3   TR  5   CH  5   NT  Bb-         17/96
BA   21   CR         3   TR  6   CH  6   NT  Bb-         17/96
BA   21   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   21   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   21   CR         3   TR  7   CH 10   NT  C--          5/32
BA   21   CR     3+1/4   TR  5   CH  5   NT  Bb--        17/96
BA   21   CR     3+1/4   TR  6   CH  6   NT  Bb--        17/96
BA   21   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   21   CR     3+1/2   TR  5   CH  5   NT  Bb-         17/96
BA   21   CR     3+1/2   TR  6   CH  6   NT  Bb-         17/96
BA   21   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   21   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   21   CR     3+3/4   TR  5   CH  5   NT  Bb--        17/96
BA   21   CR     3+3/4   TR  6   CH  6   NT  Bb--        17/96
BA   21   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   22   CR         0   TR  3   CH  3   NT  E'          59/96
BA   22   CR         0   TR  4   CH  4   NT  G'          59/96
BA   22   CR         0   TR  5   CH  5   NT  A--         17/96
BA   22   CR         0   TR  6   CH  6   NT  A--         17/96
BA   22   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   22   CR         0   TR  7   CH 10   NT  C--          5/32
BA   22   CR       1/4   TR  5   CH  5   NT  A--         17/96
BA   22   CR       1/4   TR  6   CH  6   NT  A--         17/96
BA   22   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   22   CR       1/2   TR  5   CH  5   NT  A-          17/96
BA   22   CR       1/2   TR  6   CH  6   NT  A-          17/96
BA   22   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   22   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   22   CR       3/4   TR  3   CH  3   NT  G'          59/96
BA   22   CR       3/4   TR  4   CH  4   NT  C''         59/96
BA   22   CR       3/4   TR  5   CH  5   NT  A--         17/96
BA   22   CR       3/4   TR  6   CH  6   NT  A--         17/96
BA   22   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   22   CR         1   TR  5   CH  5   NT  A-          17/96
BA   22   CR         1   TR  6   CH  6   NT  A-          17/96
BA   22   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   22   CR         1   TR  7   CH 10   NT  C--          5/32
BA   22   CR     1+1/4   TR  5   CH  5   NT  E           17/96
BA   22   CR     1+1/4   TR  6   CH  6   NT  E           17/96
BA   22   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   22   CR     1+1/2   TR  3   CH  3   NT  E'        1+95/96
BA   22   CR     1+1/2   TR  4   CH  4   NT  G'        1+95/96
BA   22   CR     1+1/2   TR  5   CH  5   NT  A-          17/96
BA   22   CR     1+1/2   TR  6   CH  6   NT  A-          17/96
BA   22   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   22   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   22   CR     1+3/4   TR  5   CH  5   NT  E-          17/96
BA   22   CR     1+3/4   TR  6   CH  6   NT  E-          17/96
BA   22   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   22   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   22   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   22   CR     2+1/4   TR  5   CH  5   NT  E--         17/96
BA   22   CR     2+1/4   TR  6   CH  6   NT  E--         17/96
BA   22   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   22   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   22   CR     2+1/2   TR  5   CH  5   NT  A--         17/96
BA   22   CR     2+1/2   TR  6   CH  6   NT  A--         17/96
BA   22   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   22   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   22   CR     2+3/4   TR  5   CH  5   NT  E--         17/96
BA   22   CR     2+3/4   TR  6   CH  6   NT  E--         17/96
BA   22   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   22   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   22   CR         3   TR  5   CH  5   NT  A--         17/96
BA   22   CR         3   TR  6   CH  6   NT  A--         17/96
BA   22   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   22   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   22   CR         3   TR  7   CH 10   NT  C--          5/32
BA   22   CR     3+1/4   TR  5   CH  5   NT  E--         17/96
BA   22   CR     3+1/4   TR  6   CH  6   NT  E--         17/96
BA   22   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   22   CR     3+1/2   TR  5   CH  5   NT  A--         17/96
BA   22   CR     3+1/2   TR  6   CH  6   NT  A--         17/96
BA   22   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   22   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   22   CR     3+3/4   TR  5   CH  5   NT  E--         17/96
BA   22   CR     3+3/4   TR  6   CH  6   NT  E--         17/96
BA   22   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   23   CR         0   TR  3   CH  3   NT  Eb'         35/96
BA   23   CR         0   TR  4   CH  4   NT  G'          35/96
BA   23   CR         0   TR  5   CH  5   NT  G#--        17/96
BA   23   CR         0   TR  6   CH  6   NT  G#--        17/96
BA   23   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   23   CR         0   TR  7   CH 10   NT  C--          5/32
BA   23   CR       1/4   TR  5   CH  5   NT  G#--        17/96
BA   23   CR       1/4   TR  6   CH  6   NT  G#--        17/96
BA   23   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   23   CR       1/2   TR  3   CH  3   NT  Eb'         83/96
BA   23   CR       1/2   TR  4   CH  4   NT  G'          83/96
BA   23   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   23   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   23   CR       3/4   TR  5   CH  5   NT  G#--        17/96
BA   23   CR       3/4   TR  6   CH  6   NT  G#--        17/96
BA   23   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   23   CR         1   TR  5   CH  5   NT  G#-         41/96
BA   23   CR         1   TR  6   CH  6   NT  G#-         41/96
BA   23   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   23   CR         1   TR  7   CH 10   NT  C--          5/32
BA   23   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   23   CR     1+1/2   TR  3   CH  3   NT  G'          83/96
BA   23   CR     1+1/2   TR  4   CH  4   NT  C''         83/96
BA   23   CR     1+1/2   TR  5   CH  5   NT  G#--        17/96
BA   23   CR     1+1/2   TR  6   CH  6   NT  G#--        17/96
BA   23   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   23   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   23   CR     1+3/4   TR  5   CH  5   NT  G#-         41/96
BA   23   CR     1+3/4   TR  6   CH  6   NT  G#-         41/96
BA   23   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   23   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   23   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   23   CR     2+1/4   TR  5   CH  5   NT  G#--        17/96
BA   23   CR     2+1/4   TR  6   CH  6   NT  G#--        17/96
BA   23   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   23   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   23   CR     2+1/2   TR  3   CH  3   NT  G'          83/96
BA   23   CR     2+1/2   TR  4   CH  4   NT  C''         83/96
BA   23   CR     2+1/2   TR  5   CH  5   NT  G#-         41/96
BA   23   CR     2+1/2   TR  6   CH  6   NT  G#-         41/96
BA   23   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   23   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   23   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   23   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   23   CR         3   TR  5   CH  5   NT  G#--        17/96
BA   23   CR         3   TR  6   CH  6   NT  G#--        17/96
BA   23   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   23   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   23   CR         3   TR  7   CH 10   NT  C--          5/32
BA   23   CR     3+1/4   TR  5   CH  5   NT  G#--        17/96
BA   23   CR     3+1/4   TR  6   CH  6   NT  G#--        17/96
BA   23   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   23   CR     3+1/2   TR  3   CH  3   NT  G'          11/96
BA   23   CR     3+1/2   TR  4   CH  4   NT  C''         11/96
BA   23   CR     3+1/2   TR  5   CH  5   NT  G#--        17/96
BA   23   CR     3+1/2   TR  6   CH  6   NT  G#--        17/96
BA   23   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   23   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   23   CR     3+3/4   TR  3   CH  3   NT  G'          11/96
BA   23   CR     3+3/4   TR  4   CH  4   NT  C''         11/96
BA   23   CR     3+3/4   TR  5   CH  5   NT  G#--        17/96
BA   23   CR     3+3/4   TR  6   CH  6   NT  G#--        17/96
BA   23   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   24   CR         0   TR  3   CH  3   NT  F'          83/96
BA   24   CR         0   TR  4   CH  4   NT  D''         83/96
BA   24   CR         0   TR  5   CH  5   NT  G--         17/96
BA   24   CR         0   TR  6   CH  6   NT  G--         17/96
BA   24   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   24   CR         0   TR  7   CH 10   NT  C--          5/32
BA   24   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   24   CR       1/2   TR  5   CH  5   NT  G-          17/96
BA   24   CR       1/2   TR  6   CH  6   NT  G-          17/96
BA   24   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   24   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   24   CR       3/4   TR  5   CH  5   NT  G--         17/96
BA   24   CR       3/4   TR  6   CH  6   NT  G--         17/96
BA   24   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   24   CR         1   TR  3   CH  3   NT  G'          83/96
BA   24   CR         1   TR  4   CH  4   NT  E''         83/96
BA   24   CR         1   TR  5   CH  5   NT  G--         17/96
BA   24   CR         1   TR  6   CH  6   NT  G--         17/96
BA   24   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   24   CR         1   TR  7   CH 10   NT  C--          5/32
BA   24   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   24   CR     1+1/2   TR  5   CH  5   NT  G-          17/96
BA   24   CR     1+1/2   TR  6   CH  6   NT  G-          17/96
BA   24   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   24   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   24   CR     1+3/4   TR  5   CH  5   NT  G--         17/96
BA   24   CR     1+3/4   TR  6   CH  6   NT  G--         17/96
BA   24   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   24   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   24   CR         2   TR  3   CH  3   NT  A'          83/96
BA   24   CR         2   TR  4   CH  4   NT  F''         83/96
BA   24   CR         2   TR  5   CH  5   NT  G--         17/96
BA   24   CR         2   TR  6   CH  6   NT  G--         17/96
BA   24   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   24   CR         2   TR  7   CH 10   NT  C--          5/32
BA   24   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   24   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   24   CR     2+1/2   TR  5   CH  5   NT  G-          17/96
BA   24   CR     2+1/2   TR  6   CH  6   NT  G-          17/96
BA   24   CR     2+1/2   TR  7   CH 10   NT  Bb--         5/32
BA   24   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   24   CR     2+3/4   TR  5   CH  5   NT  G--         17/96
BA   24   CR     2+3/4   TR  6   CH  6   NT  G--         17/96
BA   24   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   24   CR     2+3/4   TR  7   CH 10   NT  D--          5/32
BA   24   CR         3   TR  3   CH  3   NT  B'          83/96
BA   24   CR         3   TR  4   CH  4   NT  G''         83/96
BA   24   CR         3   TR  5   CH  5   NT  G--         17/96
BA   24   CR         3   TR  6   CH  6   NT  G--         17/96
BA   24   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   24   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   24   CR         3   TR  7   CH 10   NT  C--          5/32
BA   24   CR     3+1/4   TR  5   CH  5   NT  G--         17/96
BA   24   CR     3+1/4   TR  6   CH  6   NT  G--         17/96
BA   24   CR     3+1/4   TR  7   CH 10   NT  Bb--         5/32
BA   24   CR     3+1/4   TR  7   CH 10   NT  D--          5/32
BA   24   CR     3+1/2   TR  5   CH  5   NT  A--         17/96
BA   24   CR     3+1/2   TR  6   CH  6   NT  A--         17/96
BA   24   CR     3+1/2   TR  7   CH 10   NT  Bb--         5/32
BA   24   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   24   CR     3+3/4   TR  5   CH  5   NT  B--         17/96
BA   24   CR     3+3/4   TR  6   CH  6   NT  B--         17/96
BA   24   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   24   CR     3+3/4   TR  7   CH 10   NT  D--          5/32

BA   25   CR         0   TR  1   CH  1   NT  Bb'       1+35/96
BA   25   CR         0   TR  2   CH  2   NT  F'        1+35/96
BA   25   CR         0   TR  5   CH  5   NT  C--         17/96
BA   25   CR         0   TR  6   CH  6   NT  C--         17/96
BA   25   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   25   CR         0   TR  7   CH 10   NT  C--          5/32
BA   25   CR       1/4   TR  5   CH  5   NT  C--         17/96
BA   25   CR       1/4   TR  6   CH  6   NT  C--         17/96
BA   25   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   25   CR       1/2   TR  5   CH  5   NT  C-          17/96
BA   25   CR       1/2   TR  6   CH  6   NT  C-          17/96
BA   25   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   25   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   25   CR       3/4   TR  5   CH  5   NT  C--         17/96
BA   25   CR       3/4   TR  6   CH  6   NT  C--         17/96
BA   25   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   25   CR         1   TR  5   CH  5   NT  G--         17/96
BA   25   CR         1   TR  6   CH  6   NT  G--         17/96
BA   25   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   25   CR         1   TR  7   CH 10   NT  C--          5/32
BA   25   CR     1+1/4   TR  5   CH  5   NT  C--         17/96
BA   25   CR     1+1/4   TR  6   CH  6   NT  C--         17/96
BA   25   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   25   CR     1+1/2   TR  1   CH  1   NT  A'           5/32
BA   25   CR     1+1/2   TR  2   CH  2   NT  F'           5/32
BA   25   CR     1+1/2   TR  5   CH  5   NT  C-          17/96
BA   25   CR     1+1/2   TR  6   CH  6   NT  C-          17/96
BA   25   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   25   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   25   CR     1+3/4   TR  1   CH  1   NT  G'           5/32
BA   25   CR     1+3/4   TR  2   CH  2   NT  F'           5/32
BA   25   CR     1+3/4   TR  5   CH  5   NT  F#--        17/96
BA   25   CR     1+3/4   TR  6   CH  6   NT  F#--        17/96
BA   25   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   25   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   25   CR         2   TR  1   CH  1   NT  A'          65/96
BA   25   CR         2   TR  2   CH  2   NT  F'          65/96
BA   25   CR         2   TR  5   CH  5   NT  C-          17/96
BA   25   CR         2   TR  6   CH  6   NT  C-          17/96
BA   25   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   25   CR     2+1/4   TR  5   CH  5   NT  C--         17/96
BA   25   CR     2+1/4   TR  6   CH  6   NT  C--         17/96
BA   25   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   25   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   25   CR     2+1/2   TR  5   CH  5   NT  F#--        17/96
BA   25   CR     2+1/2   TR  6   CH  6   NT  F#--        17/96
BA   25   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   25   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   25   CR     2+3/4   TR  1   CH  1   NT  G'          65/96
BA   25   CR     2+3/4   TR  2   CH  2   NT  E'          65/96
BA   25   CR     2+3/4   TR  5   CH  5   NT  C-          17/96
BA   25   CR     2+3/4   TR  6   CH  6   NT  C-          17/96
BA   25   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   25   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   25   CR         3   TR  5   CH  5   NT  G--         17/96
BA   25   CR         3   TR  6   CH  6   NT  G--         17/96
BA   25   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   25   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   25   CR         3   TR  7   CH 10   NT  C--          5/32
BA   25   CR     3+1/4   TR  5   CH  5   NT  C--         17/96
BA   25   CR     3+1/4   TR  6   CH  6   NT  C--         17/96
BA   25   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   25   CR     3+1/2   TR  1   CH  1   NT  F'          41/96
BA   25   CR     3+1/2   TR  2   CH  2   NT  D'          41/96
BA   25   CR     3+1/2   TR  5   CH  5   NT  C-          17/96
BA   25   CR     3+1/2   TR  6   CH  6   NT  C-          17/96
BA   25   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   25   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   25   CR     3+3/4   TR  5   CH  5   NT  C--         17/96
BA   25   CR     3+3/4   TR  6   CH  6   NT  C--         17/96
BA   25   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   26   CR         0   TR  1   CH  1   NT  E'          65/96
BA   26   CR         0   TR  2   CH  2   NT  G           65/96
BA   26   CR         0   TR  5   CH  5   NT  C--         17/96
BA   26   CR         0   TR  6   CH  6   NT  C--         17/96
BA   26   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   26   CR         0   TR  7   CH 10   NT  C--          5/32
BA   26   CR       1/4   TR  5   CH  5   NT  C--         17/96
BA   26   CR       1/4   TR  6   CH  6   NT  C--         17/96
BA   26   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   26   CR       1/2   TR  5   CH  5   NT  C-          17/96
BA   26   CR       1/2   TR  6   CH  6   NT  C-          17/96
BA   26   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   26   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   26   CR       3/4   TR  1   CH  1   NT  F'          65/96
BA   26   CR       3/4   TR  2   CH  2   NT  A           65/96
BA   26   CR       3/4   TR  5   CH  5   NT  C--         17/96
BA   26   CR       3/4   TR  6   CH  6   NT  C--         17/96
BA   26   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   26   CR         1   TR  5   CH  5   NT  G--         17/96
BA   26   CR         1   TR  6   CH  6   NT  G--         17/96
BA   26   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   26   CR         1   TR  7   CH 10   NT  C--          5/32
BA   26   CR     1+1/4   TR  5   CH  5   NT  C--         17/96
BA   26   CR     1+1/4   TR  6   CH  6   NT  C--         17/96
BA   26   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   26   CR     1+1/2   TR  1   CH  1   NT  G'          41/96
BA   26   CR     1+1/2   TR  2   CH  2   NT  B           41/96
BA   26   CR     1+1/2   TR  5   CH  5   NT  C-          17/96
BA   26   CR     1+1/2   TR  6   CH  6   NT  C-          17/96
BA   26   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   26   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   26   CR     1+3/4   TR  5   CH  5   NT  F#--        17/96
BA   26   CR     1+3/4   TR  6   CH  6   NT  F#--        17/96
BA   26   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   26   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   26   CR         2   TR  1   CH  1   NT  G'          65/96
BA   26   CR         2   TR  2   CH  2   NT  C'          65/96
BA   26   CR         2   TR  5   CH  5   NT  C-          17/96
BA   26   CR         2   TR  6   CH  6   NT  C-          17/96
BA   26   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   26   CR     2+1/4   TR  5   CH  5   NT  C--         17/96
BA   26   CR     2+1/4   TR  6   CH  6   NT  C--         17/96
BA   26   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   26   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   26   CR     2+1/2   TR  5   CH  5   NT  F#--        17/96
BA   26   CR     2+1/2   TR  6   CH  6   NT  F#--        17/96
BA   26   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   26   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   26   CR     2+3/4   TR  1   CH  1   NT  E'          65/96
BA   26   CR     2+3/4   TR  2   CH  2   NT  G           65/96
BA   26   CR     2+3/4   TR  5   CH  5   NT  C-          17/96
BA   26   CR     2+3/4   TR  6   CH  6   NT  C-          17/96
BA   26   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   26   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   26   CR         3   TR  5   CH  5   NT  G--         17/96
BA   26   CR         3   TR  6   CH  6   NT  G--         17/96
BA   26   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   26   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   26   CR         3   TR  7   CH 10   NT  C--          5/32
BA   26   CR     3+1/4   TR  5   CH  5   NT  C--         17/96
BA   26   CR     3+1/4   TR  6   CH  6   NT  C--         17/96
BA   26   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   26   CR     3+1/2   TR  1   CH  1   NT  C'          41/96
BA   26   CR     3+1/2   TR  2   CH  2   NT  E           41/96
BA   26   CR     3+1/2   TR  5   CH  5   NT  C-          17/96
BA   26   CR     3+1/2   TR  6   CH  6   NT  C-          17/96
BA   26   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   26   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   26   CR     3+3/4   TR  5   CH  5   NT  C--         17/96
BA   26   CR     3+3/4   TR  6   CH  6   NT  C--         17/96
BA   26   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   27   CR         0   TR  1   CH  1   NT  Bb        1+35/96
BA   27   CR         0   TR  2   CH  2   NT  F         1+35/96
BA   27   CR         0   TR  5   CH  5   NT  G--         17/96
BA   27   CR         0   TR  6   CH  6   NT  G--         17/96
BA   27   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   27   CR         0   TR  7   CH 10   NT  C--          5/32
BA   27   CR       1/4   TR  5   CH  5   NT  G--         17/96
BA   27   CR       1/4   TR  6   CH  6   NT  G--         17/96
BA   27   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   27   CR       1/2   TR  5   CH  5   NT  D-          17/96
BA   27   CR       1/2   TR  6   CH  6   NT  D-          17/96
BA   27   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   27   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   27   CR       3/4   TR  5   CH  5   NT  G--         17/96
BA   27   CR       3/4   TR  6   CH  6   NT  G--         17/96
BA   27   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   27   CR         1   TR  5   CH  5   NT  C#-         17/96
BA   27   CR         1   TR  6   CH  6   NT  C#-         17/96
BA   27   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   27   CR         1   TR  7   CH 10   NT  C--          5/32
BA   27   CR     1+1/4   TR  5   CH  5   NT  G--         17/96
BA   27   CR     1+1/4   TR  6   CH  6   NT  G--         17/96
BA   27   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   27   CR     1+1/2   TR  1   CH  1   NT  A            5/32
BA   27   CR     1+1/2   TR  2   CH  2   NT  F            5/32
BA   27   CR     1+1/2   TR  5   CH  5   NT  D-          17/96
BA   27   CR     1+1/2   TR  6   CH  6   NT  D-          17/96
BA   27   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   27   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   27   CR     1+3/4   TR  1   CH  1   NT  G            5/32
BA   27   CR     1+3/4   TR  2   CH  2   NT  F            5/32
BA   27   CR     1+3/4   TR  5   CH  5   NT  G--         17/96
BA   27   CR     1+3/4   TR  6   CH  6   NT  G--         17/96
BA   27   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   27   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   27   CR         2   TR  1   CH  1   NT  A           65/96
BA   27   CR         2   TR  2   CH  2   NT  F           65/96
BA   27   CR         2   TR  5   CH  5   NT  D--         17/96
BA   27   CR         2   TR  6   CH  6   NT  D--         17/96
BA   27   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   27   CR     2+1/4   TR  5   CH  5   NT  D--         17/96
BA   27   CR     2+1/4   TR  6   CH  6   NT  D--         17/96
BA   27   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   27   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   27   CR     2+1/2   TR  5   CH  5   NT  A--         17/96
BA   27   CR     2+1/2   TR  6   CH  6   NT  A--         17/96
BA   27   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   27   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   27   CR     2+3/4   TR  1   CH  1   NT  G           65/96
BA   27   CR     2+3/4   TR  2   CH  2   NT  D           65/96
BA   27   CR     2+3/4   TR  5   CH  5   NT  D--         17/96
BA   27   CR     2+3/4   TR  6   CH  6   NT  D--         17/96
BA   27   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   27   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   27   CR         3   TR  5   CH  5   NT  G#--        17/96
BA   27   CR         3   TR  6   CH  6   NT  G#--        17/96
BA   27   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   27   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   27   CR         3   TR  7   CH 10   NT  C--          5/32
BA   27   CR     3+1/4   TR  5   CH  5   NT  D--         17/96
BA   27   CR     3+1/4   TR  6   CH  6   NT  D--         17/96
BA   27   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   27   CR     3+1/2   TR  1   CH  1   NT  F           41/96
BA   27   CR     3+1/2   TR  2   CH  2   NT  A-          41/96
BA   27   CR     3+1/2   TR  5   CH  5   NT  A--         17/96
