format=1 tracks=11 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 187
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI Ch. 1"
BA    4   CR     2+1/2   TR  1   CH  1   NT  F'        1+47/96
BA    4   CR     2+1/2   TR  2   CH  2   NT  F'        1+47/96
BA    4   CR     2+1/2   TR  3   CH  3   NT  G#        1+47/96
BA    4   CR     2+1/2   TR  4   CH  4   NT  G#        1+47/96
BA    4   CR     2+1/2   TR  5   CH  5   NT  F#--        47/96
BA    4   CR     2+1/2   TR  6   CH  6   NT  F#--        47/96
BA    4   CR     2+1/2   TR  7   CH  7   NT  F'        1+47/96
BA    4   CR     2+1/2   TR  8   CH  8   NT  G#        1+47/96
BA    4   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    4   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    4   CR         3   TR  5   CH  5   NT  A--         47/96
BA    4   CR         3   TR  6   CH  6   NT  A--         47/96
BA    4   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA    4   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA    4   CR     3+1/2   TR  5   CH  5   NT  C#-         47/96
BA    4   CR     3+1/2   TR  6   CH  6   NT  C#-         47/96
BA    4   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    4   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA    5   CR         0   TR  1   CH  1   NT  Eb'         47/96
BA    5   CR         0   TR  2   CH  2   NT  Eb'         47/96
BA    5   CR         0   TR  3   CH  3   NT  G         1+47/96
BA    5   CR         0   TR  4   CH  4   NT  G         1+47/96
BA    5   CR         0   TR  5   CH  5   NT  Eb--        47/96
BA    5   CR         0   TR  6   CH  6   NT  Eb--        47/96
BA    5   CR         0   TR  7   CH  7   NT  Eb'         47/96
BA    5   CR         0   TR  8   CH  8   NT  G         1+47/96
BA    5   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA    5   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA    5   CR       1/2   TR  1   CH  1   NT  F'          47/96
BA    5   CR       1/2   TR  2   CH  2   NT  F'          47/96
BA    5   CR       1/2   TR  5   CH  5   NT  Eb--        23/96
BA    5   CR       1/2   TR  6   CH  6   NT  Eb--        23/96
BA    5   CR       1/2   TR  7   CH  7   NT  F'          47/96
BA    5   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    5   CR       3/4   TR  5   CH  5   NT  Eb--        23/96
BA    5   CR       3/4   TR  6   CH  6   NT  Eb--        23/96
BA    5   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    5   CR         1   TR  1   CH  1   NT  Eb'         47/96
BA    5   CR         1   TR  2   CH  2   NT  Eb'         47/96
BA    5   CR         1   TR  5   CH  5   NT  Eb--        47/96
BA    5   CR         1   TR  6   CH  6   NT  Eb--        47/96
BA    5   CR         1   TR  7   CH  7   NT  Eb'         47/96
BA    5   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA    5   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA    5   CR     1+1/2   TR  1   CH  1   NT  Bb        1+95/96
BA    5   CR     1+1/2   TR  2   CH  2   NT  Bb        1+95/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  Eb        1+47/96
BA    5   CR     1+1/2   TR  4   CH  4   NT  Eb        1+47/96
BA    5   CR     1+1/2   TR  5   CH  5   NT  Eb--        23/96
BA    5   CR     1+1/2   TR  6   CH  6   NT  Eb--        23/96
BA    5   CR     1+1/2   TR  7   CH  7   NT  Bb        1+95/96
BA    5   CR     1+1/2   TR  8   CH  8   NT  Eb        1+47/96
BA    5   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    5   CR     1+3/4   TR  5   CH  5   NT  Eb--        23/96
BA    5   CR     1+3/4   TR  6   CH  6   NT  Eb--        23/96
BA    5   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    5   CR         2   TR  5   CH  5   NT  Eb--        47/96
BA    5   CR         2   TR  6   CH  6   NT  Eb--        47/96
BA    5   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA    5   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA    5   CR     2+1/2   TR  5   CH  5   NT  Bb--        47/96
BA    5   CR     2+1/2   TR  6   CH  6   NT  Bb--        47/96
BA    5   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    5   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    5   CR         3   TR  3   CH  3   NT  Bb-         95/96
BA    5   CR         3   TR  4   CH  4   NT  Bb-         95/96
BA    5   CR         3   TR  5   CH  5   NT  G--         47/96
BA    5   CR         3   TR  6   CH  6   NT  G--         47/96
BA    5   CR         3   TR  8   CH  8   NT  Bb-         95/96
BA    5   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA    5   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA    5   CR     3+1/2   TR  1   CH  1   NT  Bb          23/96
BA    5   CR     3+1/2   TR  2   CH  2   NT  Bb          23/96
BA    5   CR     3+1/2   TR  5   CH  5   NT  Eb--        47/96
BA    5   CR     3+1/2   TR  6   CH  6   NT  Eb--        47/96
BA    5   CR     3+1/2   TR  7   CH  7   NT  Bb          23/96
BA    5   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    5   CR     3+3/4   TR  1   CH  1   NT  C'          23/96
BA    5   CR     3+3/4   TR  2   CH  2   NT  C'          23/96
BA    5   CR     3+3/4   TR  7   CH  7   NT  C'          23/96
BA    5   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA    6   CR         0   TR  1   CH  1   NT  C#'       1+95/96
BA    6   CR         0   TR  2   CH  2   NT  C#'       1+95/96
BA    6   CR         0   TR  3   CH  3   NT  C#        1+95/96
BA    6   CR         0   TR  4   CH  4   NT  C#        1+95/96
BA    6   CR         0   TR  5   CH  5   NT  Eb--        47/96
BA    6   CR         0   TR  6   CH  6   NT  Eb--        47/96
BA    6   CR         0   TR  7   CH  7   NT  C#'       1+95/96
BA    6   CR         0   TR  8   CH  8   NT  C#        1+95/96
BA    6   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA    6   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA    6   CR       1/2   TR  5   CH  5   NT  Eb--        47/96
BA    6   CR       1/2   TR  6   CH  6   NT  Eb--        47/96
BA    6   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    6   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    6   CR         1   TR  5   CH  5   NT  Eb--        47/96
BA    6   CR         1   TR  6   CH  6   NT  Eb--        47/96
BA    6   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA    6   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA    6   CR     1+1/2   TR  5   CH  5   NT  Eb--        47/96
BA    6   CR     1+1/2   TR  6   CH  6   NT  Eb--        47/96
BA    6   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    6   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    6   CR         2   TR  1   CH  1   NT  C#'         71/96
BA    6   CR         2   TR  2   CH  2   NT  C#'         71/96
BA    6   CR         2   TR  3   CH  3   NT  F         1+95/96
BA    6   CR         2   TR  4   CH  4   NT  F         1+95/96
BA    6   CR         2   TR  5   CH  5   NT  Eb--        47/96
BA    6   CR         2   TR  6   CH  6   NT  Eb--        47/96
BA    6   CR         2   TR  7   CH  7   NT  C#'         71/96
BA    6   CR         2   TR  8   CH  8   NT  F         1+95/96
BA    6   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA    6   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA    6   CR     2+1/2   TR  5   CH  5   NT  Bb--        47/96
BA    6   CR     2+1/2   TR  6   CH  6   NT  Bb--        47/96
BA    6   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    6   CR     2+3/4   TR  1   CH  1   NT  Bb          71/96
BA    6   CR     2+3/4   TR  2   CH  2   NT  Bb          71/96
BA    6   CR     2+3/4   TR  7   CH  7   NT  Bb          71/96
BA    6   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    6   CR         3   TR  5   CH  5   NT  G--         47/96
BA    6   CR         3   TR  6   CH  6   NT  G--         47/96
BA    6   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA    6   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA    6   CR     3+1/2   TR  1   CH  1   NT  F'          47/96
BA    6   CR     3+1/2   TR  2   CH  2   NT  F'          47/96
BA    6   CR     3+1/2   TR  5   CH  5   NT  Eb--        47/96
BA    6   CR     3+1/2   TR  6   CH  6   NT  Eb--        47/96
BA    6   CR     3+1/2   TR  7   CH  7   NT  F'          47/96
BA    6   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    6   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA    7   CR         0   TR  1   CH  1   NT  Eb'         95/96
BA    7   CR         0   TR  2   CH  2   NT  Eb'         95/96
BA    7   CR         0   TR  3   CH  3   NT  Eb        1+95/96
BA    7   CR         0   TR  4   CH  4   NT  Eb        1+95/96
BA    7   CR         0   TR  5   CH  5   NT  F--         47/96
BA    7   CR         0   TR  6   CH  6   NT  F--         47/96
BA    7   CR         0   TR  7   CH  7   NT  Eb'         95/96
BA    7   CR         0   TR  8   CH  8   NT  Eb        1+95/96
BA    7   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA    7   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA    7   CR       1/2   TR  5   CH  5   NT  F--         47/96
BA    7   CR       1/2   TR  6   CH  6   NT  F--         47/96
BA    7   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    7   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    7   CR         1   TR  1   CH  1   NT  C#'         95/96
BA    7   CR         1   TR  2   CH  2   NT  C#'         95/96
BA    7   CR         1   TR  5   CH  5   NT  F--         47/96
BA    7   CR         1   TR  6   CH  6   NT  F--         47/96
BA    7   CR         1   TR  7   CH  7   NT  C#'         95/96
BA    7   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA    7   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA    7   CR     1+1/2   TR  5   CH  5   NT  F--         47/96
BA    7   CR     1+1/2   TR  6   CH  6   NT  F--         47/96
BA    7   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    7   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    7   CR         2   TR  1   CH  1   NT  C'          95/96
BA    7   CR         2   TR  2   CH  2   NT  C'          95/96
BA    7   CR         2   TR  3   CH  3   NT  G#        1+95/96
BA    7   CR         2   TR  4   CH  4   NT  G#        1+95/96
BA    7   CR         2   TR  5   CH  5   NT  F--         47/96
BA    7   CR         2   TR  6   CH  6   NT  F--         47/96
BA    7   CR         2   TR  7   CH  7   NT  C'          95/96
BA    7   CR         2   TR  8   CH  8   NT  G#        1+95/96
BA    7   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA    7   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA    7   CR     2+1/2   TR  5   CH  5   NT  C-          47/96
BA    7   CR     2+1/2   TR  6   CH  6   NT  C-          47/96
BA    7   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    7   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    7   CR         3   TR  1   CH  1   NT  G#          95/96
BA    7   CR         3   TR  2   CH  2   NT  G#          95/96
BA    7   CR         3   TR  5   CH  5   NT  A--         47/96
BA    7   CR         3   TR  6   CH  6   NT  A--         47/96
BA    7   CR         3   TR  7   CH  7   NT  G#          95/96
BA    7   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA    7   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA    7   CR     3+1/2   TR  5   CH  5   NT  F--         47/96
BA    7   CR     3+1/2   TR  6   CH  6   NT  F--         47/96
BA    7   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    7   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA    8   CR         0   TR  1   CH  1   NT  Bb        1+47/96
BA    8   CR         0   TR  2   CH  2   NT  Bb        1+47/96
BA    8   CR         0   TR  3   CH  3   NT  C#        1+95/96
BA    8   CR         0   TR  4   CH  4   NT  C#        1+95/96
BA    8   CR         0   TR  5   CH  5   NT  Eb--        47/96
BA    8   CR         0   TR  6   CH  6   NT  Eb--        47/96
BA    8   CR         0   TR  7   CH  7   NT  Bb        1+47/96
BA    8   CR         0   TR  8   CH  8   NT  C#        1+95/96
BA    8   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA    8   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA    8   CR       1/2   TR  5   CH  5   NT  Eb--        47/96
BA    8   CR       1/2   TR  6   CH  6   NT  Eb--        47/96
BA    8   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    8   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    8   CR         1   TR  5   CH  5   NT  Eb--        47/96
BA    8   CR         1   TR  6   CH  6   NT  Eb--        47/96
BA    8   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA    8   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA    8   CR     1+1/2   TR  1   CH  1   NT  Eb          23/96
BA    8   CR     1+1/2   TR  2   CH  2   NT  Eb          23/96
BA    8   CR     1+1/2   TR  5   CH  5   NT  Eb--        47/96
BA    8   CR     1+1/2   TR  6   CH  6   NT  Eb--        47/96
BA    8   CR     1+1/2   TR  7   CH  7   NT  Eb          23/96
BA    8   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    8   CR     1+3/4   TR  1   CH  1   NT  F           23/96
BA    8   CR     1+3/4   TR  2   CH  2   NT  F           23/96
BA    8   CR     1+3/4   TR  7   CH  7   NT  F           23/96
BA    8   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    8   CR         2   TR  1   CH  1   NT  Bb          71/96
BA    8   CR         2   TR  2   CH  2   NT  Bb          71/96
BA    8   CR         2   TR  3   CH  3   NT  C#          71/96
BA    8   CR         2   TR  4   CH  4   NT  C#          71/96
BA    8   CR         2   TR  5   CH  5   NT  Eb--        47/96
BA    8   CR         2   TR  6   CH  6   NT  Eb--        47/96
BA    8   CR         2   TR  7   CH  7   NT  Bb          71/96
BA    8   CR         2   TR  8   CH  8   NT  C#          71/96
BA    8   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA    8   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA    8   CR     2+1/2   TR  5   CH  5   NT  Bb--        47/96
BA    8   CR     2+1/2   TR  6   CH  6   NT  Bb--        47/96
BA    8   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    8   CR     2+3/4   TR  1   CH  1   NT  C'          71/96
BA    8   CR     2+3/4   TR  2   CH  2   NT  C'          71/96
BA    8   CR     2+3/4   TR  3   CH  3   NT  Eb          71/96
BA    8   CR     2+3/4   TR  4   CH  4   NT  Eb          71/96
BA    8   CR     2+3/4   TR  7   CH  7   NT  C'          71/96
BA    8   CR     2+3/4   TR  8   CH  8   NT  Eb          71/96
BA    8   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    8   CR         3   TR  5   CH  5   NT  G--         47/96
BA    8   CR         3   TR  6   CH  6   NT  G--         47/96
BA    8   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA    8   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA    8   CR     3+1/2   TR  1   CH  1   NT  Bb          47/96
BA    8   CR     3+1/2   TR  2   CH  2   NT  Bb          47/96
BA    8   CR     3+1/2   TR  3   CH  3   NT  C#          47/96
BA    8   CR     3+1/2   TR  4   CH  4   NT  C#          47/96
BA    8   CR     3+1/2   TR  5   CH  5   NT  Eb--        47/96
BA    8   CR     3+1/2   TR  6   CH  6   NT  Eb--        47/96
BA    8   CR     3+1/2   TR  7   CH  7   NT  Bb          47/96
BA    8   CR     3+1/2   TR  8   CH  8   NT  C#          47/96
BA    8   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    8   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA    9   CR         0   TR  1   CH  1   NT  A         1+47/96
BA    9   CR         0   TR  2   CH  2   NT  A         1+47/96
BA    9   CR         0   TR  3   CH  3   NT  C         1+47/96
BA    9   CR         0   TR  4   CH  4   NT  C         1+47/96
BA    9   CR         0   TR  5   CH  5   NT  F--         47/96
BA    9   CR         0   TR  6   CH  6   NT  F--         47/96
BA    9   CR         0   TR  7   CH  7   NT  A         1+47/96
BA    9   CR         0   TR  8   CH  8   NT  C         1+47/96
BA    9   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA    9   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA    9   CR       1/2   TR  5   CH  5   NT  F--         47/96
BA    9   CR       1/2   TR  6   CH  6   NT  F--         47/96
BA    9   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    9   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    9   CR         1   TR  5   CH  5   NT  F--         47/96
BA    9   CR         1   TR  6   CH  6   NT  F--         47/96
BA    9   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA    9   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA    9   CR     1+1/2   TR  1   CH  1   NT  F'        2+47/96
BA    9   CR     1+1/2   TR  2   CH  2   NT  F'        2+47/96
BA    9   CR     1+1/2   TR  3   CH  3   NT  F         2+47/96
BA    9   CR     1+1/2   TR  4   CH  4   NT  F         2+47/96
BA    9   CR     1+1/2   TR  5   CH  5   NT  F--         47/96
BA    9   CR     1+1/2   TR  6   CH  6   NT  F--         47/96
BA    9   CR     1+1/2   TR  7   CH  7   NT  F'        2+47/96
BA    9   CR     1+1/2   TR  8   CH  8   NT  F         2+47/96
BA    9   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    9   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    9   CR         2   TR  5   CH  5   NT  F--         47/96
BA    9   CR         2   TR  6   CH  6   NT  F--         47/96
BA    9   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA    9   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA    9   CR     2+1/2   TR  5   CH  5   NT  Bb--        47/96
BA    9   CR     2+1/2   TR  6   CH  6   NT  Bb--        47/96
BA    9   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    9   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA    9   CR         3   TR  5   CH  5   NT  C-          47/96
BA    9   CR         3   TR  6   CH  6   NT  C-          47/96
BA    9   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA    9   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA    9   CR     3+1/2   TR  5   CH  5   NT  F-          47/96
BA    9   CR     3+1/2   TR  6   CH  6   NT  F-          47/96
BA    9   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA    9   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   10   CR         0   TR  1   CH  1   NT  Bb          47/96
BA   10   CR         0   TR  2   CH  2   NT  Bb          47/96
BA   10   CR         0   TR  3   CH  3   NT  C#        1+47/96
BA   10   CR         0   TR  4   CH  4   NT  C#        1+47/96
BA   10   CR         0   TR  5   CH  5   NT  Bb---       47/96
BA   10   CR         0   TR  6   CH  6   NT  Bb---       47/96
BA   10   CR         0   TR  7   CH  7   NT  Bb          47/96
BA   10   CR         0   TR  8   CH  8   NT  C#        1+47/96
BA   10   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA   10   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA   10   CR       1/2   TR  1   CH  1   NT  Bb          23/96
BA   10   CR       1/2   TR  2   CH  2   NT  Bb          23/96
BA   10   CR       1/2   TR  5   CH  5   NT  Bb---       23/96
BA   10   CR       1/2   TR  6   CH  6   NT  Bb---       23/96
BA   10   CR       1/2   TR  7   CH  7   NT  Bb          23/96
BA   10   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   10   CR       3/4   TR  1   CH  1   NT  Bb          23/96
BA   10   CR       3/4   TR  2   CH  2   NT  Bb          23/96
BA   10   CR       3/4   TR  5   CH  5   NT  Bb---       23/96
BA   10   CR       3/4   TR  6   CH  6   NT  Bb---       23/96
BA   10   CR       3/4   TR  7   CH  7   NT  Bb          23/96
BA   10   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   10   CR         1   TR  1   CH  1   NT  Bb          47/96
BA   10   CR         1   TR  2   CH  2   NT  Bb          47/96
BA   10   CR         1   TR  5   CH  5   NT  Bb---       47/96
BA   10   CR         1   TR  6   CH  6   NT  Bb---       47/96
BA   10   CR         1   TR  7   CH  7   NT  Bb          47/96
BA   10   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA   10   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA   10   CR     1+1/2   TR  1   CH  1   NT  C'          47/96
BA   10   CR     1+1/2   TR  2   CH  2   NT  C'          47/96
BA   10   CR     1+1/2   TR  3   CH  3   NT  Eb          23/96
BA   10   CR     1+1/2   TR  4   CH  4   NT  Eb          23/96
BA   10   CR     1+1/2   TR  5   CH  5   NT  Bb---       23/96
BA   10   CR     1+1/2   TR  6   CH  6   NT  Bb---       23/96
BA   10   CR     1+1/2   TR  7   CH  7   NT  C'          47/96
BA   10   CR     1+1/2   TR  8   CH  8   NT  Eb          23/96
BA   10   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   10   CR     1+3/4   TR  5   CH  5   NT  Bb---       23/96
BA   10   CR     1+3/4   TR  6   CH  6   NT  Bb---       23/96
BA   10   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   10   CR         2   TR  5   CH  5   NT  Bb---       47/96
BA   10   CR         2   TR  6   CH  6   NT  Bb---       47/96
BA   10   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA   10   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA   10   CR     2+1/2   TR  1   CH  1   NT  C#'       1+47/96
BA   10   CR     2+1/2   TR  2   CH  2   NT  C#'       1+47/96
BA   10   CR     2+1/2   TR  3   CH  3   NT  F         1+47/96
BA   10   CR     2+1/2   TR  4   CH  4   NT  F         1+47/96
BA   10   CR     2+1/2   TR  5   CH  5   NT  Eb--        47/96
BA   10   CR     2+1/2   TR  6   CH  6   NT  Eb--        47/96
BA   10   CR     2+1/2   TR  7   CH  7   NT  C#'       1+47/96
BA   10   CR     2+1/2   TR  8   CH  8   NT  F         1+47/96
BA   10   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   10   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   10   CR         3   TR  5   CH  5   NT  F--         47/96
BA   10   CR         3   TR  6   CH  6   NT  F--         47/96
BA   10   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA   10   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA   10   CR     3+1/2   TR  5   CH  5   NT  Bb--        47/96
BA   10   CR     3+1/2   TR  6   CH  6   NT  Bb--        47/96
BA   10   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   10   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   11   CR         0   TR  1   CH  1   NT  C'          47/96
BA   11   CR         0   TR  2   CH  2   NT  C'          47/96
BA   11   CR         0   TR  3   CH  3   NT  Eb        1+47/96
BA   11   CR         0   TR  4   CH  4   NT  Eb        1+47/96
BA   11   CR         0   TR  5   CH  5   NT  C--         47/96
BA   11   CR         0   TR  6   CH  6   NT  C--         47/96
BA   11   CR         0   TR  7   CH  7   NT  C'          47/96
BA   11   CR         0   TR  8   CH  8   NT  Eb        1+47/96
BA   11   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA   11   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA   11   CR       1/2   TR  1   CH  1   NT  C'          23/96
BA   11   CR       1/2   TR  2   CH  2   NT  C'          23/96
BA   11   CR       1/2   TR  5   CH  5   NT  C--         23/96
BA   11   CR       1/2   TR  6   CH  6   NT  C--         23/96
BA   11   CR       1/2   TR  7   CH  7   NT  C'          23/96
BA   11   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   11   CR       3/4   TR  1   CH  1   NT  C'          23/96
BA   11   CR       3/4   TR  2   CH  2   NT  C'          23/96
BA   11   CR       3/4   TR  5   CH  5   NT  C--         23/96
BA   11   CR       3/4   TR  6   CH  6   NT  C--         23/96
BA   11   CR       3/4   TR  7   CH  7   NT  C'          23/96
BA   11   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   11   CR         1   TR  1   CH  1   NT  C'          47/96
BA   11   CR         1   TR  2   CH  2   NT  C'          47/96
BA   11   CR         1   TR  5   CH  5   NT  C--         47/96
BA   11   CR         1   TR  6   CH  6   NT  C--         47/96
BA   11   CR         1   TR  7   CH  7   NT  C'          47/96
BA   11   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA   11   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA   11   CR     1+1/2   TR  1   CH  1   NT  C#'         47/96
BA   11   CR     1+1/2   TR  2   CH  2   NT  C#'         47/96
BA   11   CR     1+1/2   TR  3   CH  3   NT  F           23/96
BA   11   CR     1+1/2   TR  4   CH  4   NT  F           23/96
BA   11   CR     1+1/2   TR  5   CH  5   NT  C--         23/96
BA   11   CR     1+1/2   TR  6   CH  6   NT  C--         23/96
BA   11   CR     1+1/2   TR  7   CH  7   NT  C#'         47/96
BA   11   CR     1+1/2   TR  8   CH  8   NT  F           23/96
BA   11   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   11   CR     1+3/4   TR  5   CH  5   NT  C--         23/96
BA   11   CR     1+3/4   TR  6   CH  6   NT  C--         23/96
BA   11   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   11   CR         2   TR  5   CH  5   NT  C--         47/96
BA   11   CR         2   TR  6   CH  6   NT  C--         47/96
BA   11   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA   11   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA   11   CR     2+1/2   TR  1   CH  1   NT  Eb'       1+47/96
BA   11   CR     2+1/2   TR  2   CH  2   NT  Eb'       1+47/96
BA   11   CR     2+1/2   TR  3   CH  3   NT  F#        1+47/96
BA   11   CR     2+1/2   TR  4   CH  4   NT  F#        1+47/96
BA   11   CR     2+1/2   TR  5   CH  5   NT  F--         47/96
BA   11   CR     2+1/2   TR  6   CH  6   NT  F--         47/96
BA   11   CR     2+1/2   TR  7   CH  7   NT  Eb'       1+47/96
BA   11   CR     2+1/2   TR  8   CH  8   NT  F#        1+47/96
BA   11   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   11   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   11   CR         3   TR  5   CH  5   NT  G#--        47/96
BA   11   CR         3   TR  6   CH  6   NT  G#--        47/96
BA   11   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
